formula,target_hardness_Reuss,target_hardness_VRH,target_hardness_Voigt,Bulk_Reuss,Bulk_Voigt,Bulk_VRH,Shear_Reuss,Shear_Voigt,Shear_VRH
In2TeO6,4.839509925,5.007705214,18.94059885,59,60,60,141,60,142
In3SbTe2,-1.973065527,0.138234844,4.232057388,2,9,6,5,9,10
In4SbTe3,1.426300509,1.426300509,8.538053361,19,20,19,42,20,42
In5S5Br,1.170392909,1.500233939,7.491621506,15,17,16,31,17,32
In5Se5Br,0.985490349,1.342992648,6.365153423,13,14,14,26,14,27
InAgO2,-1.040296715,0.424370647,14.3075299,22,40,31,105,40,109
InAgS2,-0.982745067,-0.450020711,7.491621506,14,17,16,52,17,52
InAgSe2,-0.902306957,-0.6109455,6.750870355,13,15,14,45,15,45
InAs,2.568924259,2.982535677,10.7523779,24,27,25,49,27,49
InAsPd5,3.616194117,4.078263581,17.85173366,51,55,53,131,55,131
InAsPt5,4.16908082,4.586688979,19.78480313,61,64,63,160,64,160
InAu3,-2.021206367,-1.915686734,7.848368054,15,18,16,107,18,108
InBO3,5.29160698,5.696612,20.19867592,58,66,62,131,66,139
InBi,1.018321496,1.341094656,7.491621506,15,17,16,32,17,33
InBr,-0.46461812,-0.691277593,3.243273335,6,7,6,12,7,13
InCl,-1,-0.422144217,2.704905793,4,6,5,8,6,9
InCuO2,0.183859693,1.094331659,15.05548015,31,43,37,116,43,122
InCuO3,1.290512838,1.490631093,14.05307848,38,39,39,122,39,122
InCuPt2,3.029451991,3.587423325,19.78480313,58,64,61,172,64,172
InCuS2,0.781218537,1.377076543,11.04809528,23,28,25,64,28,64
InCuSe2,0.689222686,1.360929171,9.521050863,20,23,22,53,23,53
InFeCo2,-1.503946015,-0.278570958,18.29201612,32,57,45,232,57,232
InFeO3,4.940966937,5.095893965,20.60737559,66,68,67,165,68,166
InGaO3,6.152429182,6.373600191,22.00004755,73,75,74,170,75,170
InGaTe2,1.845806213,1.845806213,5.967819466,13,13,13,22,13,22
InI,-0.46461812,0.323035631,3.750526369,6,8,7,12,8,12
InNi2,-2.495916394,-1.552090966,12.18947394,12,32,22,135,32,136
InNi3,2.934848768,3.088442555,17.62910304,52,54,53,148,54,149
InOF,4.998935563,6.560604026,19.78480313,53,64,59,118,64,119
InP3,1.24603084,1.931797565,10.45207885,20,26,23,47,26,51
InPS4,1.134326371,1.570937964,5.557581119,10,12,11,17,12,18
InReGe,2.396426372,2.863025483,20.60737559,62,68,65,209,68,209
InSe,-2.170339001,-0.192912189,5.132886594,2,11,6,6,11,11
InSiPt5,0.844419675,1.76138833,20.40365865,54,67,61,227,67,227
Ir,23.09859717,23.9648366,43.91883975,213,220,217,346,220,346
Ir3Rh,21.79360869,22.67934766,42.14839537,198,206,202,324,206,324
Ir3Se8,8.904944693,9.704563581,18.50975045,53,58,55,84,58,84
IrC,3.15730758,3.694101911,24.81389839,82,90,86,284,90,284
IrF6,-0.283763331,-0.283763331,0.803171673,3,3,3,4,3,4
IrO3,8.800349798,11.28311677,27.6079277,87,106,97,178,106,178
IrRu3,18.33582357,18.75832973,38.99250259,178,182,180,314,182,314
IrSe2,5.867973442,6.370724759,17.85173366,52,55,54,105,55,106
K(CoAs)2,5.741594783,5.804381458,11.90996372,28,31,29,42,31,44
K(CoS)2,5.991563761,7.167441336,12.46538196,28,33,31,41,33,43
K(CoSe)2,4.179039299,4.061395476,10.14694665,23,25,24,37,25,40
K(Cu2As)2,-0.729454525,0.44761414,10.14694665,14,25,19,47,25,52
K(CuSe)2,-0.469753985,-0.08814164,6.750870355,12,15,13,34,15,34
K(FeAs)2,2.019116851,2.294318936,9.836705333,22,24,23,47,24,48
K(NiS)2,4.47019572,4.821552953,9.521050863,20,23,21,29,23,30
K(NiSe)2,0.971204596,1.262094279,8.196978704,17,19,18,39,19,40
K2AgP,-0.58729607,0.431251803,5.967819466,9,13,11,23,13,23
K2AgSb,0.825068356,1.312765036,4.232057388,8,9,9,13,9,14
K2AlF5,0.803171673,1.539059557,7.491621506,12,17,14,24,17,26
K2Au3,0.015360693,0.618349749,7.491621506,13,17,15,33,17,35
K2CN2,-0.485554134,0.371077298,6.750870355,11,15,13,30,15,30
K2CO3,-0.689277315,0.112320748,5.967819466,8,13,11,20,13,25
K2Ca(CO3)2,1.142718181,1.970499402,10.7523779,20,27,24,48,27,54
K2Cd(CN)4,-2.463515205,-2.111157319,1.500233939,3,4,4,16,4,16
K2Cu(ClF)2,0.01705958,0.62984669,5.132886594,9,11,10,19,11,19
K2CuAs,-0.817489469,0.228742578,5.557581119,8,12,10,21,12,21
K2CuBr3,0.507382422,0.507382422,3.750526369,8,8,8,14,8,14
K2CuF4,1.306103581,1.306103581,8.196978704,19,19,19,43,19,43
K2CuP,-0.458494446,0.614428363,5.967819466,9,13,11,22,13,22
K2CuSb,-0.789187976,-0.205348327,4.691835641,7,10,8,17,10,17
K2GeF6,0.431251803,0.431251803,5.132886594,11,11,11,23,11,23
K2H4Pd,-0.225356095,0.507382422,3.750526369,7,8,8,14,8,14
K2H6Pt,0.688970821,0.688970821,4.232057388,9,9,9,16,9,16
K2HfF6,-1.462721506,-1.462721506,2.704905793,5,6,5,14,6,14
K2LiAlF6,3.965226355,6.293190806,13.53590636,28,37,33,51,37,51
K2MgCl4,0.614428363,0.614428363,5.132886594,11,11,11,22,11,22
K2MgF4,3.281454483,3.281454483,10.45207885,25,26,25,47,26,47
K2MgH4,4.366247124,4.366247124,7.848368054,17,18,17,23,18,23
K2Mn2O3,0.699524379,1.309876424,10.45207885,22,26,24,61,26,61
K2MnCl6,1.113173754,1.113173754,3.243273335,7,7,7,10,7,10
K2MnF4,4.675497801,5.201092909,10.7523779,26,27,27,42,27,42
K2MnF6,12.67004181,14.549331,7.126052752,15,16,16,10,16,10
K2Na4Ge2O7,2.56462221,2.56462221,9.521050863,23,23,23,46,23,46
K2NaAlAs2,4.394834219,5.281687752,7.126052752,15,16,16,19,16,19
K2NaAlF6,3.80876631,3.80876631,11.04809528,28,28,28,52,28,52
K2NaAlP2,3.106217206,2.85184691,7.848368054,17,18,17,27,18,28
K2NaCrF6,3.17512448,3.17512448,13.00699472,35,35,35,79,35,79
K2NaCuF6,9.212882698,9.212882698,11.62668571,30,30,30,35,30,35
K2NaFeF6,0.618133773,0.618133773,11.62668571,30,30,30,99,30,99
K2NaInF6,-2.664243897,-2.587145909,5.132886594,8,11,9,104,11,104
K2NaMoF6,1.311327456,1.311327456,11.62668571,29,30,29,81,30,81
K2NaRhF6,-0.286266764,7.80E-05,7.848368054,17,18,18,54,18,54
K2NaScF6,20.74038959,22.36606039,11.04809528,26,28,27,16,28,16
K2NaTlF6,6.500546971,8.507443999,12.18947394,26,32,29,35,32,35
K2NaYF6,0.609415999,0.932096422,9.199646986,20,22,21,54,22,54
K2NiF4,2.426350646,2.847176872,10.14694665,23,25,24,47,25,47
K2NiF6,1.438228071,1.438228071,4.691835641,10,10,10,16,10,16
K2NiO2,1.162074039,1.50883661,7.126052752,14,16,15,28,16,29
K2NiP2,1.44627692,2.82757838,6.750870355,12,15,14,21,15,21
K2O2,1.018321496,1.018321496,7.126052752,15,16,15,32,16,32
K2OsBr6,-2.315987441,-2.315987441,1.500233939,3,4,3,13,4,13
K2OsCl6,-2.315987441,-1.866734786,2.127757142,3,5,4,13,5,13
K2P3,0.436373504,0.436373504,4.232057388,9,9,9,17,9,17
K2PAu,-1.172017806,-0.316330534,5.132886594,7,11,9,20,11,21
K2PbO3,1.223493552,1.976176286,8.872120148,17,21,19,37,21,38
K2PdBr4,-0.422144217,0.54994565,2.704905793,5,6,6,9,6,9
K2PdCl4,-0.691277593,0.025961051,3.243273335,6,7,7,13,7,13
K2PdCl6,0.323035631,0.323035631,3.243273335,7,7,7,12,7,12
K2PdF4,-1.273444747,-0.704493922,5.132886594,7,11,9,21,11,24
K2PdF6,-1.52317205,-0.704493922,5.132886594,7,11,9,24,11,24
K2PdO2,-2.04968301,7.80E-05,10.7523779,9,27,18,51,27,54
K2PtBr4,-0.721115297,0.138234844,2.704905793,5,6,6,10,6,10
K2PtBr6,0.138234844,0.138234844,2.704905793,6,6,6,10,6,10
K2PtCl4,-0.46461812,0.323035631,3.243273335,6,7,7,12,7,12
K2PtCl6,-0.46461812,-0.46461812,2.704905793,6,6,6,12,6,12
K2PtF6,-1.300057993,-0.485155257,5.132886594,8,11,10,26,11,26
K2PtS2,1.341094656,1.821246274,8.538053361,16,20,18,33,20,36
K2PtSe2,0.313580139,1.162074039,7.126052752,12,16,14,27,16,28
K2ReBr6,-0.46461812,-0.46461812,2.704905793,6,6,6,12,6,12
K2ReCl6,-0.46461812,-0.46461812,2.704905793,6,6,6,12,6,12
K2ReF6,1.333494875,1.85320568,7.491621506,15,17,16,30,17,30
K2Rh2O5,58.72994108,69.36606589,17.40475476,41,53,47,14,53,15
K2RuCl6,-2.421436509,-2.041441754,1.500233939,3,4,4,15,4,15
K2S2O5,0.214080639,0.62984669,4.691835641,9,10,10,18,10,19
K2S2O7,-0.691277593,7.80E-05,4.691835641,6,10,8,13,10,16
K2S3,2.718684776,2.165157178,4.691835641,9,10,9,11,10,12
K2SO4,0.994652825,0.994652825,6.750870355,14,15,14,29,15,29
K2SiF6,1.390233829,1.390233829,7.848368054,18,18,18,39,18,39
K2Sn2O3,2.913554275,2.913554275,6.750870355,15,15,15,23,15,23
K2SnBr6,-1,-0.041258192,2.127757142,4,5,5,8,5,8
K2SnCl6,-0.46461812,-0.46461812,2.704905793,6,6,6,12,6,12
K2TaCl6,-1.313213168,-1.313213168,2.704905793,6,6,6,17,6,17
K2TcCl6,2.340252243,2.340252243,3.243273335,7,7,7,8,7,8
K2Te2Pt,-0.817489469,0.057704125,5.557581119,8,12,10,21,12,22
K2TeCl6,6.451831263,6.451831263,3.750526369,8,8,8,6,8,6
K2TeO3,1.697807951,1.697807951,6.750870355,15,15,15,28,15,28
K2TiCl6,-1.158887632,-1.158887632,2.704905793,5,6,5,12,6,12
K2TiF6,-1,-0.155679352,5.557581119,9,12,11,27,12,27
K2WCl6,-2.248834316,-1.755476154,2.127757142,3,5,4,12,5,12
K2ZnF4,1.996722448,1.996722448,8.872120148,21,21,21,44,21,44
K2ZnH4,1.887074056,1.887074056,5.132886594,11,11,11,17,11,17
K2ZnO2,-1.839707442,-1.34987796,6.365153423,9,14,11,43,14,43
K2Zr(BO3)2,2.056747383,4.348909671,16.01985679,26,47,37,60,47,74
K3AgSn3Se8,-0.225356095,-0.44052859,3.750526369,7,8,7,14,8,15
K3As,0.507382422,0.507382422,4.232057388,8,9,8,14,9,14
K3AuO,1.998634351,1.998634351,5.557581119,12,12,12,19,12,19
K3B17,16.04856302,16.61389634,23.33971669,72,82,77,89,82,96
K3BN2,-0.485554134,-0.070717787,5.557581119,11,12,12,30,12,30
K3BP2,-1.775109926,-0.932201457,4.232057388,5,9,7,17,9,18
K3Bi,1.500233939,3.65751515,9.836705333,16,24,20,32,24,32
K3BiSe3,0.323035631,0.323035631,3.243273335,7,7,7,12,7,12
K3BiTe3,-0.721115297,-0.721115297,2.127757142,5,5,5,10,5,10
K3BrO,2.417457139,2.417457139,5.967819466,13,13,13,20,13,20
K3Cd,7.80E-05,7.80E-05,7.80E-05,2,2,2,2,2,2
K3Co(NO2)6,0.057704125,0.614428363,5.557581119,10,12,11,22,12,22
K3Co2F7,2.340252243,2.340252243,11.04809528,28,28,28,64,28,64
K3CoO2,-1,-1,4.691835641,9,10,9,27,10,27
K3CrO4,-0.708092608,-0.443453061,6.365153423,12,14,13,37,14,38
K3CrO8,2.154694237,2.667770186,8.538053361,18,20,19,34,20,34
K3Cu3As2,-1.133165707,0.264577667,6.365153423,8,14,11,24,14,24
K3Cu3P2,-1,0.175544374,6.750870355,9,15,12,27,15,28
K3CuO2,0.313580139,0.654480781,5.967819466,12,13,13,27,13,28
K3IO,3.128183314,3.128183314,5.967819466,13,13,13,18,13,18
K3Mn2F7,4.369832179,4.89498136,10.45207885,25,26,26,41,26,41
K3MoF6,-1.360542643,0.125900172,7.491621506,9,17,13,32,17,32
K3N,1.142718181,0.459056426,2.127757142,5,5,5,6,5,7
K3P,7.80E-05,-0.205348327,3.750526369,8,8,8,16,8,17
K3PO4,1.669143536,1.669143536,8.196978704,18,19,18,37,19,37
K3ReH6,1.703399596,3.688988294,5.967819466,9,13,11,13,13,13
K3Si,-1.323480415,-1.323480415,2.127757142,5,5,5,13,5,13
K3Sr,2.127757142,2.127757142,2.127757142,5,5,5,5,5,5
K3VO4,-1.162617132,-0.828079997,5.132886594,10,11,11,34,11,34
K3W,-0.691277593,0.025961051,3.750526369,6,8,7,13,8,13
K4BeAs2,-0.546357928,-0.689277315,4.232057388,8,9,8,19,9,20
K4BeP2,1.650755209,2.718684776,4.691835641,8,10,9,11,10,11
K4Br2O,0.436373504,0.436373504,4.232057388,9,9,9,17,9,17
K4CdAs2,-0.205348327,-0.205348327,4.232057388,8,9,8,17,9,17
K4CdP2,-0.546357928,0.01705958,4.691835641,8,10,9,19,10,19
K4HgAs2,-0.44052859,-0.44052859,3.750526369,7,8,7,15,8,15
K4HgP2,-0.205348327,0.436373504,4.232057388,8,9,9,17,9,17
K4I2O,5.300615843,5.300615843,4.232057388,9,9,9,8,9,8
K4ZnAs2,0.235386356,0.97831188,4.691835641,8,10,9,15,10,15
K4ZnP2,0.214080639,0.866884183,5.132886594,9,11,10,18,11,18
K6Co2O7,1.662700495,1.507214645,7.848368054,17,18,17,34,18,35
KAg2AsO4,0.745508098,0.282753984,8.196978704,17,19,18,41,19,50
KAg2PS4,-0.469753985,-0.362426554,6.750870355,12,15,13,34,15,37
KAg2SbS4,-0.274166897,-0.469753985,6.365153423,11,14,12,28,14,34
KAgC2,-2.418668693,0.560075626,9.521050863,4,23,14,23,23,32
KAgCl3,-0.668428793,-0.283763331,5.557581119,11,12,12,32,12,32
KAgF4,-0.593785212,-0.155679352,5.132886594,10,11,11,27,11,27
KAgO3,0.434576335,1.001216929,10.45207885,22,26,24,65,26,65
KAgSe,0.813335135,0.813335135,5.967819466,13,13,13,27,13,27
KAlF4,-2.310156792,0.619149964,11.62668571,7,30,18,46,30,46
KAlTe2,1.438228071,2.246307938,5.132886594,10,11,11,16,11,16
KAsF6,-0.469753985,-0.592366436,6.365153423,12,14,13,34,14,40
KAuC2,-2.094084237,1.525707003,11.62668571,5,30,18,22,30,38
KAuCl4,-1.576261308,-1.456294941,1.102527052,2.94482462,3.414837275,3.179830948,6.756826222,3.414837275,7.075066895
KAuF4,-1.766889036,-1.562125258,4.232057388,7,9,8,28,9,30
KAuO2,-1.503946015,0.466174121,9.836705333,8,24,16,29,24,40
KB6,18.19142852,20.04811764,28.77465802,102,113,107,137,113,137
KBaPO4,2.84662789,2.720151381,10.45207885,26,26,26,53,26,54
KBe2BO3F2,6.821989734,7.826392762,15.78206448,27,46,36,36,46,51
KBi2,-2.873786512,-2.742874038,0.803171673,2,3,3,30,3,30
KBiO3,11.59705677,13.79858857,20.80985298,60,69,65,85,69,85
KBr,-1.364906774,-1.364906774,3.750526369,7,8,7,22,8,22
KBrO3,2.188719504,1.786336439,4.691835641,10,10,10,14,10,15
KCN,-2.421436509,-1.581936822,3.243273335,3,7,5,15,7,15
KCaBi,7.80E-05,0.688970821,4.232057388,8,9,9,16,9,16
KCaCO3F,4.581298157,4.581298157,11.33946091,29,29,29,50,29,50
KCaF3,9.634191774,11.14939513,13.00699472,30,35,32,34,35,34
KCaO3,-1.905328342,1.170392909,9.521050863,7,23,15,31,23,31
KCdF3,3.488474943,3.488474943,10.14694665,24,25,24,43,25,43
KCdSb,-0.750878856,-0.750878856,5.132886594,11,11,11,33,11,33
KCl,0.688970821,0.688970821,4.691835641,9,10,9,16,10,16
KClO3,-0.626677939,-0.626677939,3.750526369,7,8,7,16,8,16
KClO4,-0.205348327,-0.205348327,3.750526369,8,8,8,17,8,17
KCoF3,4.994866343,4.994866343,12.73784132,33,34,33,58,34,58
KCoO2,-1.698164472,0.283193014,11.90996372,12,31,21,60,31,63
KCrF3,1.142718181,1.405502421,9.199646986,20,22,21,48,22,49
KCrF6,5.557581119,6.848237672,6.365153423,12,14,13,12,14,12
KCrO2,9.627044685,11.00068133,21.80450426,66,74,70,111,74,111
KCrS2,7.262332494,8.345182095,13.79590462,34,38,36,49,38,49
KCu4S3,0.529220135,0.880503429,8.538053361,18,20,19,47,20,47
KCu4Se3,-0.592366436,-0.257955438,6.750870355,13,15,14,40,15,40
KCuCl3,0.855295424,0.855295424,7.491621506,17,17,17,40,17,40
KCuF3,0.894812393,1.435786783,11.62668571,26,30,28,75,30,75
KCuO,0.244198336,0.694804948,6.750870355,13,15,14,31,15,31
KCuO2,1.539059557,2.301132256,9.836705333,14,24,19,26,24,36
KCuS,-1.685071999,-1.313213168,2.704905793,5,6,6,16,6,17
KCuSe,3.909465557,4.330801627,9.521050863,20,23,22,31,23,34
KCuTe,3.007181517,3.209084705,8.538053361,16,20,18,25,20,29
KF,2.049575938,2.616453856,7.491621506,16,17,17,29,17,29
KFe(SO4)2,4.591375796,4.813922881,10.7523779,22,27,25,33,27,39
KFeS2,-0.789187976,0.01705958,5.132886594,7,11,9,17,11,19
KFeSe2,-1.189222621,-0.386129353,4.232057388,6,9,8,16,9,18
KGaSb4,2.417457139,2.82757838,6.365153423,13,14,14,20,14,21
KGe2N3,9.568168765,10.76813234,23.33971669,75,82,79,135,82,135
KH,3.133443322,3.133443322,5.132886594,11,11,11,14,11,14
KH2N,-0.225356095,0.235386356,4.232057388,7,9,8,14,9,15
KHCO2,-0.546357928,0.01705958,4.232057388,8,9,9,19,9,19
KHCO3,-0.158677668,-0.238259665,5.132886594,9,11,10,20,11,24
KHF2,0.463173625,0.985490349,6.365153423,12,14,13,26,14,26
KHO,-2.681735655,-1.220233153,6.365153423,3,14,8,25,14,25
KHS,-0.225356095,-0.225356095,3.750526369,7,8,7,14,8,14
KHfMg6,0.175544374,1.50883661,7.848368054,12,18,15,28,18,29
KHg2B,-0.458494446,0.614428363,6.365153423,9,14,11,22,14,22
KHgAs,5.674865656,4.055282776,8.538053361,17,20,18,20,20,26
KHgF3,-1.648496882,-1.188061417,7.126052752,11,16,13,51,16,51
KI,-0.721115297,0.138234844,2.704905793,5,6,6,10,6,10
KIO3,2.417457139,2.116865532,5.967819466,13,13,13,20,13,21
KIO4,1.040815889,1.040815889,5.132886594,11,11,11,20,11,20
KIn9Co2,5.650143335,5.650143335,11.62668571,30,30,30,47,30,47
KIn9Ni2,1.686324693,1.686324693,8.196978704,19,19,19,40,19,40
KInO2,10.64947247,10.02531318,14.55935471,40,41,40,49,41,51
KInTe2,5.540246222,6.174541679,10.14694665,24,25,25,34,25,34
KLiICl,6.848237672,7.213414934,6.750870355,13,15,14,12,15,13
KLiMg6,-2.56123085,-1.519038642,4.232057388,3,9,6,19,9,19
KLiMnO2,2.982535677,3.687726388,11.33946091,25,29,27,49,29,50
KLiO,2.246307938,4.386580445,10.14694665,11,25,18,16,25,25
KLiSO4,1.982802002,2.478768542,8.196978704,18,19,19,35,19,35
KLiTe,-1.752470272,-0.097258062,5.967819466,6,13,10,22,13,23
KLiZnO2,5.159215034,5.424899766,13.27297505,33,36,34,57,36,58
KMg6C,-2.630390384,-0.933105135,6.365153423,3,14,8,22,14,22
KMg6Cd,1.707474623,2.417457139,5.967819466,12,13,13,20,13,20
KMg6Mo,1.586675405,1.996722448,9.199646986,20,22,21,44,22,44
KMg6Nb,2.533600061,3.65751515,9.521050863,18,23,20,32,23,32
KMg6Ti,1.539059557,2.737751671,7.848368054,14,18,16,26,18,26
KMg6Zr,1.50883661,2.398038586,8.196978704,15,19,17,29,19,30
KMgAs,3.314651447,3.314651447,8.196978704,19,19,19,31,19,31
KMgBi,1.210741163,1.210741163,5.967819466,12,13,12,22,13,22
KMgCl3,1.670543093,1.670543093,7.126052752,16,16,16,31,16,31
KMgF3,7.8793245,7.8793245,14.80864311,42,42,42,64,42,64
KMgH3,9.212882698,9.936302321,12.18947394,30,32,31,35,32,35
KMgSb,2.518869969,2.239177715,6.750870355,14,15,14,22,15,23
KMnF3,2.012347007,1.911384762,10.14694665,25,25,25,57,25,58
KMnO2,-0.93639015,2.012347007,13.00699472,14,35,25,51,35,57
KMnP,-1.960856612,0.62984669,7.491621506,4,17,10,14,17,19
KMnSb,1.50883661,2.398038586,7.848368054,15,18,17,29,18,30
KMoRu2,5.145911819,5.145911819,18.50975045,58,58,58,133,58,133
KNO2,-2.111157319,-1.313213168,3.750526369,4,8,6,16,8,17
KNO3,-0.626677939,-0.205348327,3.750526369,7,8,8,16,8,17
KNa(BH4)2,-0.225356095,-0.225356095,3.750526369,7,8,7,14,8,14
KNa2Bi,1.134326371,1.887074056,5.132886594,10,11,11,17,11,17
KNaH2,3.128183314,3.128183314,5.967819466,13,13,13,18,13,18
KNaICl,-0.44052859,-0.44052859,3.750526369,7,8,7,15,8,15
KNaS2O7,-0.097258062,0.431251803,5.132886594,10,11,11,23,11,23
KNaTiO3,0.20756995,2.481863657,12.46538196,18,33,26,51,33,56
KNb4O5F,10.51293597,11.81879283,24.81389839,77,90,84,132,90,139
KNiF3,5.295137748,5.295137748,14.55935471,40,41,40,75,41,75
KO2,-1.133165707,-0.36706471,5.557581119,8,12,10,24,12,25
KO3,-2.248834316,-1.462721506,3.243273335,3,7,5,12,7,14
KP(HO2)2,1.376766989,2.626301516,7.848368054,13,18,15,24,18,24
KPF6,-1.422328395,-0.932201457,3.750526369,6,8,7,18,8,18
KPdF3,-0.709143877,0.002544343,9.521050863,18,23,21,68,23,68
KPdO3,4.571291903,4.862519514,16.25555849,46,48,47,100,48,100
KPt2S3,-0.694022322,1.018321496,8.196978704,10,19,15,28,19,32
KPt2Se3,0.057704125,0.985490349,7.126052752,10,16,13,22,16,26
KPtN,1.743492244,4.508357202,16.25555849,21,48,34,46,48,64
KPtO3,0.025486571,0.318330121,14.3075299,37,40,39,158,40,158
KRb2CrF6,5.581056964,6.821989734,11.04809528,25,28,27,36,28,36
KRb2FeF6,1.780269556,2.168124107,9.521050863,22,23,23,49,23,49
KRb2GaF6,-2.716004888,0.235386356,5.967819466,2,13,8,15,13,15
KRb2NiF6,-2.275354119,-1.523729342,5.967819466,6,13,9,35,13,35
KRb2ScF6,1.040815889,3.169921,7.848368054,11,18,14,20,18,20
KRb2TiF6,35.40466629,50.78247598,21.60786122,52,73,63,30,73,30
KRbO,-2.164796591,-2.017467957,3.750526369,6,8,7,31,8,34
KReO3,19.28155635,20.75004636,29.26546433,108,116,112,143,116,143
KSO2F,1.142718181,0.323035631,4.232057388,5,9,7,6,9,12
KSO4,-0.546357928,0.418415907,5.132886594,8,11,10,19,11,20
KSb(PS3)2,-0.192912189,0.679151014,3.243273335,6,7,7,11,7,11
KSbO3,11.55671705,11.91339527,22.00004755,72,75,73,112,75,112
KScO2,9.143736832,10.09009813,19.99240016,59,65,62,97,65,98
KSiO3,15.92051018,16.81088812,29.91175373,113,120,116,176,120,176
KSnSb,-1.441244402,-0.694022322,5.132886594,8,11,10,28,11,28
KSr3,-1.685071999,-1.189222621,3.750526369,5,8,6,16,8,16
KTaO3,15.89810401,17.03672856,31.02163433,118,127,122,188,127,188
KTcO3,18.53478366,19.38167299,25.70769376,90,95,92,112,95,112
KTcO4,15.67735656,19.47086579,4.691835641,9,10,10,4,10,4
KTeAu,3.169921,2.737751671,7.848368054,14,18,16,20,18,26
KTi2Bi,0.13551823,1.459209622,10.7523779,18,27,22,52,27,52
KTi2F7,3.108494875,4.351163113,14.80864311,33,42,38,73,42,77
KTiO3,2.4388342,1.864927563,10.14694665,24,25,24,50,25,55
KTiS2,5.424899766,5.86459015,13.53590636,34,37,35,58,37,58
KTl2Bi,-2.139995378,-1.815694157,3.243273335,5,7,6,23,7,23
KTl2MoF6,5.22300922,6.365153423,6.750870355,13,15,14,14,15,14
KTlO2,0.230453506,0.45166529,11.04809528,26,28,27,88,28,88
KVF3,2.614904445,3.994232537,13.79590462,30,38,34,68,38,68
KWO3,16.70892504,16.70892504,30.07192217,120,121,120,186,121,186
KY2Ti2S2O5,-0.001569035,2.387268935,14.3075299,22,40,31,73,40,74
KYO2,7.515042956,8.379077846,17.40475476,47,53,50,78,53,80
KZnAs,4.42244454,5.167490137,9.836705333,19,24,22,27,24,31
KZnF3,3.87578137,3.87578137,12.73784132,34,34,34,69,34,69
KZnP,5.508183995,6.192513905,11.33946091,23,29,26,32,29,36
KZnSb,3.964100989,4.008429353,8.196978704,15,19,17,20,19,24
KZrCuSe3,5.22300922,5.143510749,9.199646986,13,22,18,14,22,23
KZrTl2OF5,-1.565077895,-0.410099804,7.848368054,10,18,14,42,18,42
LaTe2,1.373510011,1.84599728,9.695967924,21.02095712,23.55195941,22.28645826,49.3800208,23.55195941,49.38039974
Li(BH)5,7.80E-05,0.688970821,4.232057388,8,9,9,16,9,16
Li(Co3P2)2,9.085839529,9.53592225,26.58216776,95,100,97,199,100,199
Li(CoO2)2,-2.183427842,-0.280282813,12.46538196,10,33,21,68,33,74
Li(CuO)3,4.394753191,4.265048464,15.78206448,33,46,40,62,46,84
Li(CuO2)2,2.533962636,3.264119026,16.01985679,41,47,44,110,47,110
Li(CuP)2,1.340936776,2.498730761,14.3075299,31,40,36,89,40,91
Li(Fe3Ge2)2,6.255122061,6.776928236,20.40365865,63,67,65,135,67,135
Li(Fe3P2)2,7.072611481,8.79560608,25.35257582,78,93,86,173,93,175
Li(FeP)2,5.468447054,6.949162325,21.21118965,59,71,65,132,71,133
Li(NiO2)2,5.96111335,7.920838743,19.78480313,44,64,54,81,64,93
Li(NiP)2,1.139282212,2.14858878,15.78206448,36,46,41,116,46,117
Li(NiS)2,-0.437080023,-0.290530904,9.199646986,19,22,20,67,22,69
Li(SiRh)2,5.706337416,6.331994251,21.60786122,67,73,70,156,73,157
Li(Sn3Pd)2,-0.193634139,0.345234609,9.521050863,19,23,21,62,23,62
Li(TiSe2)3,0.679151014,2.518869969,9.199646986,7,22,14,11,22,22
Li(YSi)2,7.311574436,8.888705317,16.72093257,42,50,46,67,50,68
Li10Ge(PS6)2,-0.811554228,-0.811554228,4.691835641,9,10,9,25,10,25
Li12Si7,9.516872904,10.23409603,12.46538196,31,33,32,36,33,36
Li13In3,2.913554275,4.366247124,8.196978704,15,19,17,23,19,23
Li13Si4,8.273218564,9.016192193,11.04809528,27,28,28,32,28,32
Li13Sn5,2.967622931,6.887098409,11.62668571,18,30,24,30,30,30
Li14P2(N2O)3,15.15401226,15.61827884,21.01111618,69,70,70,87,70,87
Li15Au4,0.175544374,0.654480781,5.967819466,12,13,13,28,13,28
Li15Ge4,2.85184691,4.113243385,8.872120148,17,21,19,28,21,28
Li2(NiO2)3,3.789831124,5.982298799,18.29201612,40,57,49,89,57,95
Li2AgAu,-1.953339947,-0.867712266,8.538053361,10,20,15,55,20,55
Li2AgHg,-2.781101637,-1.906982216,7.491621506,4,17,10,53,17,53
Li2AgPb,-0.76939736,0.622253938,13.27297505,22,36,29,94,36,94
Li2AgPd,-2.581875661,-0.912193892,9.836705333,6,24,15,56,24,56
Li2AgSb,-1.26763824,1.625624388,11.62668571,12,30,21,47,30,47
